Catalogue/Guide Number,DOR ID,Inventory Number,Artist/Maker,Title,Group,Location,Site,Pleiades,TGN,TGN Web View,Begin Date,End Date,Date,Classification,Typology,Object Name,Medium,AAT,AAT Web View,Munsell,Height (cm),Width (cm),Depth (cm),Length (cm),Diameter (cm),Dimensions,Object Description,Culture,Image URL,Collection Page URL
cat. 37,15227,80.AD.39.2,,Relief with Two Griffins Attacking a Deer,,Taranto region,Taranto and the Apulian Region,http://pleiades.stoa.org/places/442469,http://vocab.getty.edu/tgn/7010380,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7010380,-350,-300,350-300 BC,Jewelry,Relief,Applique,Terracotta; Gilding ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300379350 ,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=gilding&logic=AND&note=&english=N&prev_page=1&subjectid=300379350,,4.7,6.6,,,,Fragment 2. H. 4.7cm; W: 6.6cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01869001.jpg,http://www.getty.edu/art/collection/objects/15227
cat. 38,10934,85.AD.76.1,,Statue of a Mourning Woman,Four Statues of Mourning Women from Canosa,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-300,-275,300-275 BC,Sculpture,Statue,,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,10 yr 8/4,96.2,23.5,,,,H: 96.2 cm; W: 23.5 cm; H (face): 12.3 cm; thickness of walls: 1.9-6.5 cm.,,,http://www.getty.edu/museum/media/images/web/enlarge/01291201.jpg,http://www.getty.edu/art/collection/objects/10934
cat. 39,10935,85.AD.76.2,,Statue of a Mourning Woman,Four Statues of Mourning Women from Canosa,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-300,-275,300-275 BC,Sculpture,Statue,,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,7. 5 yr 8/6,95.6,31.9,,,,H: 95.6 cm; W: 31.9 cm; H (face): 11.6 cm; thickness of walls: 1.4-9.5 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01291301.jpg,http://www.getty.edu/art/collection/objects/10935
cat. 40,10936,85.AD.76.3,,Statue of a Mourning Woman,Four Statues of Mourning Women from Canosa,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-300,-275,300-275 BC,Sculpture,Statue,,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,7. 57.5 yr 8/4,93.4,31.2,,,,H: 93.4 cm; W: 31.2 cm; H (face): 12.5 cm; thickness of walls: 1.4-6.4 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01291401.jpg,http://www.getty.edu/art/collection/objects/10936
cat. 41,10937,85.AD.76.4,,Statue of a Mourning Woman,Four Statues of Mourning Women from Canosa,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-300,-275,300-275 BC,Sculpture,Statue,,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 yr 8/4-5yr 7/6 ,95.5,32.1,,,,H: 95.5 cm; W: 32.1 cm; H (face): 12.2 cm; thickness of walls: 2.1-8.4 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01291501.jpg,http://www.getty.edu/art/collection/objects/10937
cat. 42,9042,79.AD.194,,Statue of a Mourning Woman,,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-300,-250,300-250 BC,Sculpture,Statue,Female figure,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,2.5 yr 8/4 7/6,96.5,31,,,,H: 96.5 cm; W: 31 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01032001.jpg,http://www.getty.edu/art/collection/objects/9042
cat. 43,9821,81.AD.158,,Statuette of a Standing Woman,,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-325,-200,Late fourth-third centuries  BC,Sculpture,Statuette,Female figure,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,7.5 yr 7/4,23.5,7.3,,,,H: 23.5 cm; W: 7.3 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01153401.jpg,http://www.getty.edu/art/collection/objects/9821
cat. 44,103504,96.AD.266,,Statuette of Apollo,,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-200,-100,200-100 BC,Sculpture,Statuette,Mythological figure ,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,5 yr 8/4,21.8,10.9,,,,H: 21.8 cm; W: 10.9 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/11058201.jpg,http://www.getty.edu/art/collection/objects/103504
cat. 45,103274,96.AD.265.1,,Seated Eros A,Statuettes of a Seated Eros,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-325,-200,Late fourth-third centuries BC,Sculpture,Statuette,Mythological figure,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,7.5 yr 8/6,10.5,5.8,,,,H: 10.5 cm; W: 5.8 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/11034101.jpg,http://www.getty.edu/art/collection/objects/103274
cat. 46,103275,96.AD.265.2,,Seated Eros B,Statuettes of a Seated Eros,Canosa,Canosa,http://pleiades.stoa.org/places/442525,http://vocab.getty.edu/tgn/7004111,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004111,-325,-200,Late fourth-third centuries  BC,Sculpture,Statuette,Mythological figure,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,7.5 yr 8/6,10.2,5.9,,,,H: 10.2 cm; W: 5.9 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/11034201.jpg,http://www.getty.edu/art/collection/objects/103275
cat. 47,12834,86.AD.598.1 ,,Pair of Altars with the Myth of Adonis,,Medma,Medma,http://pleiades.stoa.org/places/452375,http://vocab.getty.edu/tgn/7009966,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7009966,-425,-375,Late fifth-early fourth century  BC,Implements,Altar,Altar,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,10 r 6/6-8/6,41.8,,,,,H: 41.8 cm; W (base): 34.2 cm; D (base): 29.2 cm; W (top): 31.6 cm; D (top): 27 cm; W (hollow): 2 cm; D (hollow): 1.6 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01494101.jpg,http://www.getty.edu/art/collection/objects/12834
cat. 48,12835,86.AD.598.2,,Pair of Altars with the Myth of Adonis,,Medma,Medma,http://pleiades.stoa.org/places/452375,http://vocab.getty.edu/tgn/7009966,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7009966,-425,-375,Late fifth-early fourth century  BC,Implements,Altar,Altar,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,10 r 6/6-8/6,41.8,,,,,H: 41.8 cm; W (base): 33.4 cm; D (base): 28.8 cm; W (top): 31.5 cm; D (top): 27.8 cm; W (hollow): 1.7 cm; D (hollow): 2.7 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01494201.jpg,http://www.getty.edu/art/collection/objects/12835
cat. 49,6608,71.AD.148,,Altar with Animals,,South Italy,Metaponto,http://pleiades.stoa.org/places/442658,http://vocab.getty.edu/tgn/7010092,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7010092,-350,-300,350-300 BC,Implements,Altar,,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 yr 7/8-7.5 yr 8/6,8.7,10,10.7,,,H: 8.7 cm; W: 10 cm; D: 10.7 cm; inscription panel: 3.4 x 1.7 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00841401.jpg,http://www.getty.edu/art/collection/objects/6608
cat. 50,8121,77.AD.122,,Miniature Altar with Animal Combat,,South Italy,Caulonia,http://pleiades.stoa.org/places/452295,http://vocab.getty.edu/tgn/7004319,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7004319,-525,-475,Late sixth-early fifth centuries BC,Implements,Altar,Altar,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 yr 7/6,4.9,,6.4,14.1,,H: 4.9 cm; L: 14.1 cm; D: 6.4 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00924101.jpg,http://www.getty.edu/art/collection/objects/8121
cat. 51,7319,76.AD.34,,Head of a Woman,,Sicily ,Selinunte,http://pleiades.stoa.org/places/462489,http://vocab.getty.edu/tgn/7003848,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003848,-350,-300,350-300 BC,Sculpture,Head,Female figure,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 yr 7/6-7/8,28.8,19.1,,,,H: 28.8 cm; W: 19.1 cm; Diam (polos): 12.2 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00841401.jpg,http://www.getty.edu/art/collection/objects/7319
cat. 52,9386,81.AD.12,,Relief with Orestes and Clytemnestra,,Sicily,Selinunte,http://pleiades.stoa.org/places/462489,http://vocab.getty.edu/tgn/7003848,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003848,-550,-525,550-525 BC,Sculpture,Relief,Relief,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 y 8/3,26.4,35.5,8.4-9.0,,,H: 26.4 cm; W: 35.5 cm; D: 8.4-9.0 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01106301.jpg,http://www.getty.edu/art/collection/objects/9386
cat. 53,12838,86.AD.681,,Thymiaterion Supported by a Statuette of Nike,,Sicily,Gela,http://pleiades.stoa.org/places/462214,http://vocab.getty.edu/tgn/7003803,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003803,-500,-475,500-475 BC,Vessels,Thymiaterion,Thymiaterion,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,10 yr 8/3,44.6,,,,,H: 44.6 cm; D (incense cup): 7 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01494601.jpg,http://www.getty.edu/art/collection/objects/12838
cat. 54,8571,79.AD.37,,Statuette of Odysseus under a Ram,,Sicily,Barrafranca,http://pleiades.stoa.org/places/462303,http://vocab.getty.edu/tgn/1043426,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=1043426,-525,-500,525-500 BC,Sculpture,Statuette,Male figure,Terracotta,http://vocab.getty.edu/aat/300047296,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296,2.5 yr 7/6,14.2,16.7,,,,H: 14.2 cm; W: 16.7 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00975101.jpg,http://www.getty.edu/art/collection/objects/8571
cat. 55,7134,73.AD.151,,Statuette of a Woman with a Kithara,,Sicily,Centuripe,http://pleiades.stoa.org/places/462153,http://vocab.getty.edu/tgn/7003900,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003900,-225,-175,Late third-early second centuries  BC,Sculpture,Statuette,Female figure,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,5 yr 7/4,19.8,,,,,H: 19.8 cm; D (base): 8.3 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00822801.jpg,http://www.getty.edu/art/collection/objects/7134
cat. 56,6591,71.AD.131,,Statuette of Aphrodite,,Sicily,Centuripe,http://pleiades.stoa.org/places/462153,http://vocab.getty.edu/tgn/7003900,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003900,-300,-200,Third century BC,Sculpture,Statuette,Mythological figure,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,10 yr 8/3,28.7,10.7,,,,H: 28.7 cm; W: 10.7 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00768101.jpg,http://www.getty.edu/art/collection/objects/6591
cat. 57,6590,71.AD.130,,Statuette of Eros,,Sicily,Centuripe,http://pleiades.stoa.org/places/462153,http://vocab.getty.edu/tgn/7003900,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003900,-200,-100,Second century BC,Sculpture,Statuette,Mythological figure,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,7.5 yr 6/8,22.5,8,,,,H: 22.5 cm; W: 8 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00768001.jpg,http://www.getty.edu/art/collection/objects/6590
cat. 58,32043,96.AD.305,,Mask of a Satyr,,Sicily,Centuripe,http://pleiades.stoa.org/places/462153,http://vocab.getty.edu/tgn/7003900,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003900,-200,-100,200-100 BC,Sculpture,Mask,,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962,5 yr 8/4,12,15.5,,,,H: 12 cm; W: 15.5 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/03799901.jpg,http://www.getty.edu/art/collection/objects/32043
cat. 59,6709,71.AD.255,,Clipeus with the Head of Medusa,,Sicily,Centuripe,http://pleiades.stoa.org/places/462153,http://vocab.getty.edu/tgn/7003900,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003900,-300,-100,Third-second centuries  BC,Sculpture,Clipeus,Oscillum,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,10 yr 8/3 and 7.5 yr 8/4,,,1.9,,18.6,D: 1.9 cm; Diam: 18.6 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/00779901.jpg,http://www.getty.edu/art/collection/objects/6709
cat. 60,10951,85.AD.105,,Head of Hades,,Sicily ,Morgantina,http://pleiades.stoa.org/places/462372,http://vocab.getty.edu/tgn/7003925,http://www.getty.edu/vow/TGNFullDisplay?find=&place=&nation=&subjectid=7003925,-400,-300,400-300 BC,Sculpture,Head,Male figure,Terracotta; Polychromy ,http://vocab.getty.edu/aat/300047296; http://vocab.getty.edu/aat/300247962,http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300047296; http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300247962 ,5 yr 7/4,26.7,20.4,,,,H: 26.7 cm; W: 20.4 cm,,,http://www.getty.edu/museum/media/images/web/enlarge/01293001.jpg,http://www.getty.edu/art/collection/objects/10951
gd. 1,6766,71.AD.311,Unknown,Statuette of a Banqueting Couple,,,,,,,-399,-300,4th century BC,,,Male figure,Terracotta,,,,,,,,,Object: H:  9.7 x L:  10.7 cm (H:  3 13/16 x L:  4 3/16 in.),"A banqueting couple is shown in the round.  The young male has a fleshy face, wears a crown on his head, and is shown frontally.  A himation is wrapped around his left arm.  The female is also shown frontally and wears a long garment.  Both figures reclin","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/6766
gd. 2,6792,71.AD.339,Unknown,Statuette of a Crouching Satyr,,,,,,,-399,-375,early 4th century BC,,,Mythological figure,Terracotta,,,,,,,,,Object: H:  8 cm (H:  3 1/8 in.),"The statuette shows a crouching satyr.  He looks upwards; he has large, protruding ears.  His right hand is by his chest.  The statuette forms a pyramidal composition. Once the surface was covered by polychromy.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/6792
gd. 3,7211,75.AD.36,Unknown,Fragmentary Figure of a Seated Woman,,,,,,,-399,-300,4th century BC,,,Female figure,Terracotta,,,,,,,,,Object: H: 16.8 cm (6 5/8 in.),"Atop a long tang is a headless, seated female figure wearing a long garment.","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7211
gd. 4,7212,75.AD.37,Unknown,Fragmentary Figure of a Reclining Bearded Man,,,,,,,-499,-400,5th century BC,,,Male figure,Terracotta,,,,,,,,,Object: H: 17.5 cm (6 7/8 in.),"Fragmentary statuette (head and upper body) of a reclining bearded male banqueter, who holds a cup in his left hand. The figure leans on the armrest of a kline (banqueting couch), which extends below as a long projecting shaft. The surface is considerably","Greek (South Italian, Tarantine)",,http://www.getty.edu/art/collection/objects/7212
gd. 5,18931,75.AD.40.A.1,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 5.05 cm (2 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18931
gd. 5,18932,75.AD.40.A.2,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 4.26 cm (1 11/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18932
gd. 5,18933,75.AD.40.B.1,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 3.31 cm (1 5/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18933
gd. 5,18934,75.AD.40.B.2,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 2.98 cm (1 3/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18934
gd. 5,18935,75.AD.40.B.3,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 3.43 cm (1 5/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18935
gd. 5,18936,75.AD.40.C.1,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 4.58 cm (1 13/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18936
gd. 5,18937,75.AD.40.C.2,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 3.68 cm (1 7/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18937
gd. 5,18938,75.AD.40.C.3,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 3.26 cm (1 5/16 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18938
gd. 5,18939,75.AD.40.D.1,Unknown,Female Head Fragment,,,,,,,-399,-300,4th century BC,Sculpture,,Female figure,Terracotta,,,,,,,,,Object: H: 3.82 cm (1 1/2 in.),,Greek (South Italian),,http://www.getty.edu/art/collection/objects/18939
